id,x,y,z,au,cu
25034,28,12,8,0,0
25035,28,12,9,0,0
25036,28,12,10,0,0
25037,28,12,11,0,0
25038,28,12,12,0,0
25039,28,12,13,0,0
25040,28,13,0,0,0
25041,28,13,1,0,0
25042,28,13,2,0,0
25043,28,13,3,0,0
25044,28,13,4,0,0
25045,28,13,5,0,0
25046,28,13,6,0,0
25047,28,13,7,0,0
25048,28,13,8,0,0
25049,28,13,9,0,0
25050,28,13,10,0,0
25051,28,13,11,0,0
25052,28,13,12,0,0
25053,28,13,13,0,0
25054,28,14,0,0,0
25055,28,14,1,0,0
25056,28,14,2,0,0
25057,28,14,3,0,0
25058,28,14,4,0,0
25059,28,14,5,0,0
25060,28,14,6,0,0
25061,28,14,7,0,0
25062,28,14,8,0,0
25063,28,14,9,0,0
25064,28,14,10,0,0
25065,28,14,11,0,0
25066,28,14,12,0,0
25067,28,14,13,0,0
25068,28,15,0,0,0
25069,28,15,1,0,0
25070,28,15,2,0,0
25071,28,15,3,0,0
25072,28,15,4,0,0
25073,28,15,5,0,0
25074,28,15,6,0,0
25075,28,15,7,0,0
25076,28,15,8,0,0
25077,28,15,9,0,0
25078,28,15,10,0,0
25079,28,15,11,0,0
25080,28,15,12,0,0
25081,28,15,13,0,0
25082,28,16,0,0,0
25083,28,16,1,0,0
25084,28,16,2,0,0
25085,28,16,3,0,0
25086,28,16,4,0,0
25087,28,16,5,0,0
25088,28,16,6,0,0
25089,28,16,7,0,0
25090,28,16,8,0,0
25091,28,16,9,0,0
25092,28,16,10,0,0
25093,28,16,11,0,0
25094,28,16,12,0,0
25095,28,16,13,0,0
25096,28,17,0,0,0
25097,28,17,1,0,0
25098,28,17,2,0,0
25099,28,17,3,0,0
25100,28,17,4,0,0
25101,28,17,5,0,0
25102,28,17,6,0,0
25103,28,17,7,0,0
25104,28,17,8,0,0
25105,28,17,9,0,0
25106,28,17,10,0,0
25107,28,17,11,0,0
25108,28,17,12,0,0
25109,28,17,13,0,0
25110,28,18,0,0,0
25111,28,18,1,0,0
25112,28,18,2,0,0
25113,28,18,3,0,0
25114,28,18,4,0,0
25115,28,18,5,0,0
25116,28,18,6,0,0
25117,28,18,7,0,0
25118,28,18,8,0,0
25119,28,18,9,0,0
25120,28,18,10,0,0
25121,28,18,11,0,0
25122,28,18,12,0,0
25123,28,18,13,0,0
25124,28,19,0,0,0
25125,28,19,1,0,0
25126,28,19,2,0,0
25127,28,19,3,0,0
25128,28,19,4,0.006538711,0.009590109
25129,28,19,5,0.023776929,0.036089982
25130,28,19,6,0.005197155,0.008228828
25131,28,19,7,0,0
25132,28,19,8,0,0
25133,28,19,9,0,0
25134,28,19,10,0,0
25135,28,19,11,0,0
25136,28,19,12,0,0
25137,28,19,13,0,0
25138,28,20,0,0,0
25139,28,20,1,0,0
25140,28,20,2,0.058980361,0.085288148
25141,28,20,3,0.168833885,0.241626825
25142,28,20,4,0.170740738,0.247407404
25143,28,20,5,0.159629627,0.231851849
25144,28,20,6,0.145555554,0.207037034
25145,28,20,7,0.089901663,0.120514729
25146,28,20,8,0,0
25147,28,20,9,0,0
25148,28,20,10,0,0
25149,28,20,11,0,0
25150,28,20,12,0,0
25151,28,20,13,0,0
25152,28,21,0,0.326844276,0.337363402
25153,28,21,1,0.317576964,0.325352991
25154,28,21,2,0.331685171,0.399727371
25155,28,21,3,0.253835356,0.329041855
25156,28,21,4,0.184814812,0.269259256
25157,28,21,5,0.173703701,0.254814811
25158,28,21,6,0.160740739,0.231851849
25159,28,21,7,0.1431465,0.191853491
25160,28,21,8,0.05188142,0.063635804
25161,28,21,9,0,0
25162,28,21,10,0,0
25163,28,21,11,0,0
25164,28,21,12,0,0
25165,28,21,13,0,0
25166,28,22,0,0.375185185,0.405555556
25167,28,22,1,0.475925926,0.512592593
25168,28,22,2,0.57037037,0.594814815
25169,28,22,3,0.642592593,0.577777778
25170,28,22,4,0.460784659,0.478447104
25171,28,22,5,0.245675899,0.330361031
25172,28,22,6,0.185185183,0.268518515
25173,28,22,7,0.184074072,0.249259256
25174,28,22,8,0.18296296,0.217407404
25175,28,22,9,0.172147609,0.183673691
25176,28,22,10,0.123101214,0.123493256
25177,28,22,11,0.095427882,0.085403945
25178,28,22,12,0.060324586,0.043239694
25179,28,22,13,0.0410245,0.025739833
25180,28,23,0,0.369259259,0.43
25181,28,23,1,0.48037037,0.552962963
25182,28,23,2,0.582222222,0.608148148
25183,28,23,3,0.666666667,0.588888889
25184,28,23,4,0.692962963,0.644814815
25185,28,23,5,0.694074074,0.72962963
25186,28,23,6,0.482024842,0.553508348
25187,28,23,7,0.269259256,0.355925921
25188,28,23,8,0.301851848,0.363333328
25189,28,23,9,0.335925921,0.371481476
25190,28,23,10,0.347037032,0.335185181
25191,28,23,11,0.332962958,0.270370367
25192,28,23,12,0.305532594,0.212520009
25193,28,23,13,0.289363442,0.17985332
25194,28,24,0,0.368148148,0.482222222
25195,28,24,1,0.493703704,0.607037037
25196,28,24,2,0.586666667,0.623333333
25197,28,24,3,0.719259259,0.563703704
25198,28,24,4,0.741111111,0.471481481
25199,28,24,5,0.762222222,0.517407407
25200,28,24,6,0.687037037,0.591481481
25201,28,24,7,0.651880056,0.67982441
25202,28,24,8,0.613263268,0.781273712
25203,28,24,9,0.590370362,0.826296285
25204,28,24,10,0.614074066,0.844074062
25205,28,24,11,0.607407399,0.666296287
25206,28,24,12,0.47369588,0.284517195
25207,28,24,13,0.317209546,0.118578283
25208,28,25,0,0.396394312,0.552781882
25209,28,25,1,0.482962963,0.740740741
25210,28,25,2,0.516296296,0.759259259
25211,28,25,3,0.722592593,0.527407407
25212,28,25,4,0.780740741,0.386666667
25213,28,25,5,0.767037037,0.476296296
25214,28,25,6,0.7,0.587777778
25215,28,25,7,0.681111111,0.691111111
25216,28,25,8,0.674074074,0.722592593
25217,28,25,9,0.622717647,0.888809475
25218,28,25,10,0.60851851,0.85222221
25219,28,25,11,0.610370362,0.692592583
25220,28,25,12,0.495555549,0.27333333
25221,28,25,13,0.257081127,0.095247896
25222,28,26,0,0.489705607,0.635359247
25223,28,26,1,0.50037037,0.868888889
25224,28,26,2,0.523703704,0.781111111
25225,28,26,3,0.703884377,0.573026735
25226,28,26,4,0.765511875,0.47864397
25227,28,26,5,0.755263361,0.538839809
25228,28,26,6,0.654384566,0.634698042
25229,28,26,7,0.647866796,0.775347911
25230,28,26,8,0.648148139,0.833703692
25231,28,26,9,0.615925917,0.854444433
25232,28,26,10,0.602962955,0.858518507
25233,28,26,11,0.612222214,0.712222212
25234,28,26,12,0.558518511,0.255185182
25235,28,26,13,0.290347771,0.097627188
25236,28,26,14,0,0
25237,28,27,0,0.617389698,0.64307736
25238,28,27,1,0.631766345,0.695382662
25239,28,27,2,0.632212714,0.738253886
25240,28,27,3,0.657559534,0.907053792
25241,28,27,4,0.658141042,1.077614613
25242,28,27,5,0.620540108,0.997271504
25243,28,27,6,0.546689595,0.812737841
25244,28,27,7,0.552222215,0.705555546
25245,28,27,8,0.602962955,0.609999992
25246,28,27,9,0.616666658,0.513333326
25247,28,27,10,0.612592584,0.48629629
25248,28,27,11,0.671111102,0.422592587
25249,28,27,12,0.623333325,0.207777775
25250,28,27,13,0.374835677,0.114074946
25251,28,27,14,0,0
25252,28,28,0,0.64185169,0.653333169
25253,28,28,1,0.628531689,0.561455509
25254,28,28,2,0.649362078,0.625316141
25255,28,28,3,0.636296288,0.918148135
25256,28,28,4,0.641481473,1.212592576
25257,28,28,5,0.609259251,1.081481467
25258,28,28,6,0.514814808,0.826296285
25259,28,28,7,0.5374074,0.697407398
25260,28,28,8,0.581481473,0.5374074
25261,28,28,9,0.613333325,0.340740736
25262,28,28,10,0.62888888,0.2637037
25263,28,28,11,0.662962954,0.254074071
25264,28,28,12,0.59851851,0.15222222
25265,28,28,13,0.317154189,0.110042995
25266,28,28,14,0,0
25267,28,29,0,0.643703542,0.65518502
25268,28,29,1,0.630740582,0.594814665
25269,28,29,2,0.601823527,0.557221889
25270,28,29,3,0.630829137,0.862477792
25271,28,29,4,0.643703695,1.154074058
25272,28,29,5,0.600740732,1.092592577
25273,28,29,6,0.540370363,0.860370358
25274,28,29,7,0.548888881,0.708888879
25275,28,29,8,0.601481473,0.533333326
25276,28,29,9,0.624074065,0.384074069
25277,28,29,10,0.607777769,0.341851847
25278,28,29,11,0.584814807,0.307407403
25279,28,29,12,0.439999994,0.154444442
25280,28,29,13,0.383573894,0.13164078
25281,28,29,14,0,0
25282,28,30,0,0.589327707,0.5794584
25283,28,30,1,0.661110945,0.597777627
25284,28,30,2,0.644444282,0.578518373
25285,28,30,3,0.643975047,0.664796866
25286,28,30,4,0.581821665,0.900837424
25287,28,30,5,0.586666659,0.848148136
25288,28,30,6,0.622222214,0.762592582
25289,28,30,7,0.575925918,0.757407397
25290,28,30,8,0.561111103,0.71962962
25291,28,30,9,0.575185177,0.662962954
25292,28,30,10,0.55777777,0.621851843
25293,28,30,11,0.510740734,0.487407401
25294,28,30,12,0.424444439,0.184444442
25295,28,30,13,0.360564388,0.124741505
25296,28,30,14,0.093330383,0.033596702
25297,28,31,0,0.302309909,0.290835868
25298,28,31,1,0.671735536,0.599949594
25299,28,31,2,0.703703527,0.635925766
25300,28,31,3,0.758518328,0.612592438
25301,28,31,4,0.680988132,0.61344627
25302,28,31,5,0.659364373,0.631921966
25303,28,31,6,0.5866777,0.678594914
25304,28,31,7,0.555185178,0.714814805
25305,28,31,8,0.518518511,0.759259249
25306,28,31,9,0.540740733,0.762222212
25307,28,31,10,0.552962955,0.737777768
25308,28,31,11,0.604814806,0.575185177
25309,28,31,12,0.591851844,0.205185182
25310,28,31,13,0.397355824,0.115870444
25311,28,31,14,0,0
25312,28,32,0,0.157697178,0.140222626
25313,28,32,1,0.704084946,0.609970888
25314,28,32,2,0.86303728,0.461099349
25315,28,32,3,0.970740497,0.298888814
25316,28,32,4,0.838888678,0.422962857
25317,28,32,5,0.72185167,0.498148023
25318,28,32,6,0.623317833,0.537547708
25319,28,32,7,0.563726231,0.640331572
25320,28,32,8,0.54980447,0.767031305
25321,28,32,9,0.516627941,0.884121364
25322,28,32,10,0.521111104,0.876666655
25323,28,32,11,0.64888888,0.707037027
25324,28,32,12,0.707037027,0.27333333
25325,28,32,13,0.46185373,0.170546605
25326,28,32,14,0,0
25327,28,33,0,0,0
25328,28,33,1,0.841238839,0.655044643
25329,28,33,2,0.929179061,0.612803114
25330,28,33,3,0.967369606,0.342376068
25331,28,33,4,0.910740512,0.385185088
25332,28,33,5,0.791110912,0.553333194
25333,28,33,6,0.64111095,0.77555536
25334,28,33,7,0.60111096,0.842962751
25335,28,33,8,0.632222063,0.786666469
25336,28,33,9,0.622980526,0.689871635
25337,28,33,10,0.612585455,0.626872949
25338,28,33,11,0.65925925,0.541481474
25339,28,33,12,0.72037036,0.23333333
25340,28,33,13,0.458995738,0.184658307
25341,28,33,14,0.075477064,0.056632685
25342,28,34,0,0,0
25343,28,34,1,0.624281354,0.475797066
25344,28,34,2,0.935555543,0.723333323
25345,28,34,3,0.967032048,0.731623704
25346,28,34,4,0.901969877,0.692578282
25347,28,34,5,0.799259058,0.855925711
25348,28,34,6,0.74851833,0.911110882
25349,28,34,7,0.707036859,0.886666444
25350,28,34,8,0.686666494,0.881110889
25351,28,34,9,0.68148131,0.735555371
25352,28,34,10,0.719970514,0.49783818
25353,28,34,11,0.771384221,0.602637001
25354,28,34,12,0.797407396,0.508888882
25355,28,34,13,0.522132979,0.217462815
25356,28,34,14,0.101838883,0.064393464
25357,28,35,0,0,0
25358,28,35,1,0.363474955,0.266324967
25359,28,35,2,0.926666654,0.732962953
25360,28,35,3,0.967037024,0.852962951
25361,28,35,4,0.94871948,0.976010453
25362,28,35,5,0.814919532,0.930563422
25363,28,35,6,0.747036849,0.952962723
25364,28,35,7,0.727036854,0.901481255
25365,28,35,8,0.728518335,0.905925698
25366,28,35,9,0.738518333,0.728888706
25367,28,35,10,0.780370174,0.466296179
25368,28,35,11,0.830323668,0.463550992
25369,28,35,12,0.77911639,0.477368739
25370,28,35,13,0.5503445,0.223576896
25371,28,35,14,0.132478867,0.066666543
25372,28,36,0,0,0
25373,28,36,1,0.143418507,0.107456852
25374,28,36,2,0.776296286,0.60814814
25375,28,36,3,0.84148147,0.759629619
25376,28,36,4,0.719259249,0.702592583
25377,28,36,5,0.65694486,0.623222548
25378,28,36,6,0.753575892,0.74141181
25379,28,36,7,0.81555535,0.844814602
25380,28,36,8,0.870740522,0.909999771
25381,28,36,9,0.874814595,0.715925746
25382,28,36,10,0.881110889,0.447407295
25383,28,36,11,0.911110882,0.522962831
25384,28,36,12,0.826596618,0.529116946
25385,28,36,13,0.642319364,0.252422163
25386,28,36,14,0.153515756,0.075473158
25387,28,37,0,0,0
25388,28,37,1,0,0
25389,28,37,2,0.672617188,0.559704241
25390,28,37,3,0.5274074,0.49666666
25391,28,37,4,0.48703703,0.513333326
25392,28,37,5,0.532962956,0.612222214
25393,28,37,6,0.634312958,0.827570177
25394,28,37,7,0.716022684,0.823985312
25395,28,37,8,0.745184998,0.796666466
25396,28,37,9,0.786666469,0.633703544
25397,28,37,10,0.843703491,0.449999887
25398,28,37,11,0.837777567,0.505925799
25399,28,37,12,0.787407209,0.482962841
25400,28,37,13,0.841528915,0.310507107
25401,28,37,14,0.275416501,0.076287374
25402,28,38,0,0,0
25403,28,38,1,0,0
25404,28,38,2,0.43646159,0.447844132
25405,28,38,3,0.450740735,0.492592586
25406,28,38,4,0.462592586,0.631851843
25407,28,38,5,0.544074067,0.923333321
25408,28,38,6,0.595555547,1.070740726
25409,28,38,7,0.577389725,0.872322664
25410,28,38,8,0.608804204,0.757899765
25411,28,38,9,0.701110935,0.57518504
25412,28,38,10,0.793333134,0.424814708
25413,28,38,11,0.792592393,0.504444318
25414,28,38,12,0.718518338,0.482222101
25415,28,38,13,0.813333107,0.272592517
25416,28,38,14,0.292875776,0.076855941
25417,28,39,0,0,0
25418,28,39,1,0,0
25419,28,39,2,0.27232514,0.331996384
25420,28,39,3,0.366666662,0.539259252
25421,28,39,4,0.490370364,0.974074061
25422,28,39,5,0.499259252,0.995555542
25423,28,39,6,0.497777771,0.969999987
25424,28,39,7,0.494444438,0.979629616
25425,28,39,8,0.515891041,0.995344919
25426,28,39,9,0.58487305,0.58925432
25427,28,39,10,0.65481465,0.381851756
25428,28,39,11,0.642222061,0.44148137
25429,28,39,12,0.608147995,0.420740635
25430,28,39,13,0.672222035,0.24962956
25431,28,39,14,0.255211655,0.077577352
25432,28,40,0,0,0
25433,28,40,1,0,0
25434,28,40,2,0.046874189,0.055904997
25435,28,40,3,0.281534598,0.349207589
25436,28,40,4,0.327777773,0.561851844
25437,28,40,5,0.371481476,0.745185175
25438,28,40,6,0.407037031,0.822222211
25439,28,40,7,0.423333327,0.886296284
25440,28,40,8,0.439999994,0.905555543
25441,28,40,9,0.425508076,0.618217873
25442,28,40,10,0.5054039,0.384422136
25443,28,40,11,0.547358071,0.401501721
25444,28,40,12,0.482222101,0.335555471
25445,28,40,13,0.486296161,0.201481426
25446,28,40,14,0.052539473,0.019105238
25447,28,41,0,0,0
25448,28,41,1,0,0
25449,28,41,2,0,0
25450,28,41,3,0.098007551,0.126311455
25451,28,41,4,0.265271489,0.417613116
25452,28,41,5,0.284814811,0.538518511
25453,28,41,6,0.30444444,0.599999992
25454,28,41,7,0.335555551,0.673333324
25455,28,41,8,0.361481476,0.698518509
25456,28,41,9,0.367037032,0.447777772
25457,28,41,10,0.402962957,0.342592588
25458,28,41,11,0.422976623,0.483380327
25459,28,41,12,0.328740894,0.323197294
25460,28,41,13,0.267777703,0.130740704
25461,28,41,14,0,0
25462,28,42,0,0,0
25463,28,42,1,0,0
25464,28,42,2,0,0
25465,28,42,3,0,0
25466,28,42,4,0,0
25467,28,42,5,0.092515748,0.174892785
25468,28,42,6,0.234196829,0.455509043
25469,28,42,7,0.265925922,0.524814808
25470,28,42,8,0.288888885,0.518888882
25471,28,42,9,0.294814811,0.349629625
25472,28,42,10,0.319259255,0.271111107
25473,28,42,11,0.325925921,0.339999995
25474,28,42,12,0.265760435,0.247844001
25475,28,42,13,0.177036988,0.120740707
25476,28,42,14,0,0
25477,28,43,0,0,0
25478,28,43,1,0,0
25479,28,43,2,0,0
25480,28,43,3,0,0
25481,28,43,4,0,0
25482,28,43,5,0,0
25483,28,43,6,0,0
25484,28,43,7,0.023606657,0.042062771
25485,28,43,8,0.074352125,0.108412875
25486,28,43,9,0.148059778,0.159841723
25487,28,43,10,0.215438984,0.193665895
25488,28,43,11,0.211938736,0.181173436
25489,28,43,12,0.115238358,0.080060333
25490,28,43,13,0,0
25491,28,43,14,0,0
25492,28,44,0,0,0
25493,28,44,1,0,0
25494,28,44,2,0,0
25495,28,44,3,0,0
25496,28,44,4,0,0
25497,28,44,5,0,0
25498,28,44,6,0,0
25499,28,44,7,0,0
25500,28,44,8,0,0
25501,28,44,9,0,0
25502,28,44,10,0,0
25503,28,44,11,0,0
25504,28,44,12,0.063931284,0.044751899
25505,28,44,13,0.062037682,0.041977593
25506,28,44,14,0,0
25507,28,45,0,0,0
25508,28,45,1,0,0
25509,28,45,2,0,0
25510,28,45,3,0,0
25511,28,45,4,0,0
25512,28,45,5,0,0
25513,28,45,6,0,0
25514,28,45,7,0,0
25515,28,45,8,0,0
25516,28,45,9,0,0
25517,28,45,10,0,0
25518,28,45,11,0,0
25519,28,45,12,0,0
25520,28,45,13,0,0
25521,28,46,0,0,0
25522,28,46,1,0,0
25523,28,46,2,0,0
25524,28,46,3,0,0
25525,28,46,4,0,0
25526,28,46,5,0,0
25527,28,46,6,0,0
25528,28,46,7,0,0
25529,28,46,8,0,0
25530,28,46,9,0,0
25531,28,46,10,0,0
25532,28,46,11,0,0
25533,28,46,12,0,0
25534,28,46,13,0,0
25535,28,47,0,0,0
25536,28,47,1,0,0
25537,28,47,2,0,0
25538,28,47,3,0,0
25539,28,47,4,0,0
25540,28,47,5,0,0
25541,28,47,6,0,0
25542,28,47,7,0,0
25543,28,47,8,0,0
25544,28,47,9,0,0
25545,28,47,10,0,0
25546,28,47,11,0,0
25547,28,47,12,0,0
25548,28,47,13,0,0
25549,28,48,0,0,0
25550,28,48,1,0,0
25551,28,48,2,0,0
25552,28,48,3,0,0
25553,28,48,4,0,0
25554,28,48,5,0,0
25555,28,48,6,0,0
25556,28,48,7,0,0
25557,28,48,8,0,0
25558,28,48,9,0,0
25559,28,48,10,0,0
25560,28,48,11,0,0
25561,28,48,12,0,0
25562,28,48,13,0,0
25563,28,49,0,0,0
25564,28,49,1,0,0
25565,28,49,2,0,0
25566,28,49,3,0,0
25567,28,49,4,0,0
25568,28,49,5,0,0
25569,28,49,6,0,0
25570,28,49,7,0,0
25571,28,49,8,0,0
25572,28,49,9,0,0
25573,28,49,10,0,0
25574,28,49,11,0,0
25575,28,49,12,0,0
25576,28,49,13,0,0
25577,28,50,0,0,0
25578,28,50,1,0,0
25579,28,50,2,0,0
25580,28,50,3,0,0
25581,28,50,4,0,0
25582,28,50,5,0,0
25583,28,50,6,0,0
25584,28,50,7,0,0
25585,28,50,8,0,0
25586,28,50,9,0,0
25587,28,50,10,0,0
25588,28,50,11,0,0
25589,28,50,12,0,0
25590,28,50,13,0,0
25591,28,51,0,0,0
25592,28,51,1,0,0
25593,28,51,2,0,0
25594,28,51,3,0,0
25595,28,51,4,0,0
25596,28,51,5,0,0
25597,28,51,6,0,0
25598,28,51,7,0,0
25599,28,51,8,0,0
25600,28,51,9,0,0
25601,28,51,10,0,0
25602,28,51,11,0,0
25603,28,51,12,0,0
25604,28,51,13,0,0
25605,28,52,0,0,0
25606,28,52,1,0,0
25607,28,52,2,0,0
25608,28,52,3,0,0
25609,28,52,4,0,0
25610,28,52,5,0,0
25611,28,52,6,0,0
25612,28,52,7,0,0
25613,28,52,8,0,0
25614,28,52,9,0,0
25615,28,52,10,0,0
25616,28,52,11,0,0
25617,28,52,12,0,0
25618,28,52,13,0,0
25619,28,53,0,0,0
25620,28,53,1,0,0
25621,28,53,2,0,0
25622,28,53,3,0,0
25623,28,53,4,0,0
25624,28,53,5,0,0
25625,28,53,6,0,0
25626,28,53,7,0,0
25627,28,53,8,0,0
25628,28,53,9,0,0
25629,28,53,10,0,0
25630,28,53,11,0,0
25631,28,53,12,0,0
25632,28,53,13,0,0
25633,28,54,0,0,0
25634,28,54,1,0,0
25635,28,54,2,0,0
25636,28,54,3,0,0
25637,28,54,4,0,0
25638,28,54,5,0,0
25639,28,54,6,0,0
25640,28,54,7,0,0
25641,28,54,8,0,0
25642,28,54,9,0,0
25643,28,54,10,0,0
25644,28,54,11,0,0
25645,28,54,12,0,0
25646,28,54,13,0,0
25647,28,55,0,0,0
25648,28,55,1,0,0
25649,28,55,2,0,0
25650,28,55,3,0,0
25651,28,55,4,0,0
25652,28,55,5,0,0
25653,28,55,6,0,0
25654,28,55,7,0,0
25655,28,55,8,0,0
25656,28,55,9,0,0
25657,28,55,10,0,0
25658,28,55,11,0,0
25659,28,55,12,0,0
25660,28,55,13,0,0
25661,28,56,0,0,0
25662,28,56,1,0,0
25663,28,56,2,0,0
25664,28,56,3,0,0
25665,28,56,4,0,0
25666,28,56,5,0,0
25667,28,56,6,0,0
25668,28,56,7,0,0
25669,28,56,8,0,0
25670,28,56,9,0,0
25671,28,56,10,0,0
25672,28,56,11,0,0
25673,28,56,12,0,0
25674,28,56,13,0,0
25675,28,57,0,0,0
25676,28,57,1,0,0
25677,28,57,2,0,0
25678,28,57,3,0,0
25679,28,57,4,0,0
25680,28,57,5,0,0
25681,28,57,6,0,0
25682,28,57,7,0,0
25683,28,57,8,0,0
25684,28,57,9,0,0
25685,28,57,10,0,0
25686,28,57,11,0,0
25687,28,57,12,0,0
25688,28,57,13,0,0
25689,28,58,0,0,0
25690,28,58,1,0,0
25691,28,58,2,0,0
25692,28,58,3,0,0
25693,28,58,4,0,0
25694,28,58,5,0,0
25695,28,58,6,0,0
25696,28,58,7,0,0
25697,28,58,8,0,0
25698,28,58,9,0,0
25699,28,58,10,0,0
25700,28,58,11,0,0
25701,28,58,12,0,0
25702,28,58,13,0,0
25703,28,59,0,0,0
25704,28,59,1,0,0
25705,28,59,2,0,0
25706,28,59,3,0,0
25707,28,59,4,0,0
25708,28,59,5,0,0
25709,28,59,6,0,0
25710,28,59,7,0,0
25711,28,59,8,0,0
25712,28,59,9,0,0
25713,28,59,10,0,0
25714,28,59,11,0,0
25715,28,59,12,0,0
25716,28,59,13,0,0
25717,29,0,0,0,0
25718,29,0,1,0,0
25719,29,0,2,0,0
25720,29,0,3,0,0
25721,29,0,4,0,0
25722,29,0,5,0,0
25723,29,0,6,0,0
25724,29,0,7,0,0
25725,29,0,8,0,0
25726,29,0,9,0,0
25727,29,0,10,0,0
25728,29,0,11,0,0
25729,29,0,12,0,0
25730,29,0,13,0,0
25731,29,1,0,0,0
25732,29,1,1,0,0
25733,29,1,2,0,0
25734,29,1,3,0,0
25735,29,1,4,0,0
25736,29,1,5,0,0
25737,29,1,6,0,0
25738,29,1,7,0,0
25739,29,1,8,0,0
25740,29,1,9,0,0
25741,29,1,10,0,0
25742,29,1,11,0,0
25743,29,1,12,0,0
25744,29,1,13,0,0
25745,29,2,0,0,0
25746,29,2,1,0,0
25747,29,2,2,0,0
25748,29,2,3,0,0
25749,29,2,4,0,0
25750,29,2,5,0,0
25751,29,2,6,0,0
25752,29,2,7,0,0
25753,29,2,8,0,0
25754,29,2,9,0,0
25755,29,2,10,0,0
25756,29,2,11,0,0
25757,29,2,12,0,0
25758,29,2,13,0,0
25759,29,3,0,0,0
25760,29,3,1,0,0
25761,29,3,2,0,0
25762,29,3,3,0,0
25763,29,3,4,0,0
25764,29,3,5,0,0
25765,29,3,6,0,0
25766,29,3,7,0,0
25767,29,3,8,0,0
25768,29,3,9,0,0
25769,29,3,10,0,0
25770,29,3,11,0,0
25771,29,3,12,0,0
25772,29,3,13,0,0
25773,29,4,0,0,0
25774,29,4,1,0,0
25775,29,4,2,0,0
25776,29,4,3,0,0
25777,29,4,4,0,0
25778,29,4,5,0,0
25779,29,4,6,0,0
25780,29,4,7,0,0
25781,29,4,8,0,0
25782,29,4,9,0,0
25783,29,4,10,0,0
25784,29,4,11,0,0
25785,29,4,12,0,0
25786,29,4,13,0,0
25787,29,5,0,0,0
25788,29,5,1,0,0
25789,29,5,2,0,0
25790,29,5,3,0,0
25791,29,5,4,0,0
25792,29,5,5,0,0
25793,29,5,6,0,0
25794,29,5,7,0,0
25795,29,5,8,0,0
25796,29,5,9,0,0
25797,29,5,10,0,0
25798,29,5,11,0,0
25799,29,5,12,0,0
25800,29,5,13,0,0
25801,29,6,0,0,0
25802,29,6,1,0,0
25803,29,6,2,0,0
25804,29,6,3,0,0
25805,29,6,4,0,0
25806,29,6,5,0,0
25807,29,6,6,0,0
25808,29,6,7,0,0
25809,29,6,8,0,0
25810,29,6,9,0,0
25811,29,6,10,0,0
25812,29,6,11,0,0
25813,29,6,12,0,0
25814,29,6,13,0,0
25815,29,7,0,0,0
25816,29,7,1,0,0
25817,29,7,2,0,0
25818,29,7,3,0,0
25819,29,7,4,0,0
25820,29,7,5,0,0
25821,29,7,6,0,0
25822,29,7,7,0,0
25823,29,7,8,0,0
25824,29,7,9,0,0
25825,29,7,10,0,0
25826,29,7,11,0,0
25827,29,7,12,0,0
25828,29,7,13,0,0
25829,29,8,0,0,0
25830,29,8,1,0,0
25831,29,8,2,0,0
25832,29,8,3,0,0
25833,29,8,4,0,0
25834,29,8,5,0,0
25835,29,8,6,0,0
25836,29,8,7,0,0
25837,29,8,8,0,0
25838,29,8,9,0,0
25839,29,8,10,0,0
25840,29,8,11,0,0
25841,29,8,12,0,0
25842,29,8,13,0,0
25843,29,9,0,0,0
25844,29,9,1,0,0
25845,29,9,2,0,0
25846,29,9,3,0,0
25847,29,9,4,0,0
25848,29,9,5,0,0
25849,29,9,6,0,0
25850,29,9,7,0,0
25851,29,9,8,0,0
25852,29,9,9,0,0
25853,29,9,10,0,0
25854,29,9,11,0,0
25855,29,9,12,0,0
25856,29,9,13,0,0
25857,29,10,0,0,0
25858,29,10,1,0,0
25859,29,10,2,0,0
25860,29,10,3,0,0
25861,29,10,4,0,0
25862,29,10,5,0,0
25863,29,10,6,0,0
25864,29,10,7,0,0
25865,29,10,8,0,0
25866,29,10,9,0,0
25867,29,10,10,0,0
25868,29,10,11,0,0
25869,29,10,12,0,0
25870,29,10,13,0,0
25871,29,11,0,0,0
25872,29,11,1,0,0
25873,29,11,2,0,0
25874,29,11,3,0,0
25875,29,11,4,0,0
25876,29,11,5,0,0
25877,29,11,6,0,0
25878,29,11,7,0,0
25879,29,11,8,0,0
25880,29,11,9,0,0
25881,29,11,10,0,0
25882,29,11,11,0,0
25883,29,11,12,0,0
25884,29,11,13,0,0
25885,29,12,0,0,0
25886,29,12,1,0,0
25887,29,12,2,0,0
25888,29,12,3,0,0
25889,29,12,4,0,0
25890,29,12,5,0,0
25891,29,12,6,0,0
25892,29,12,7,0,0
25893,29,12,8,0,0
25894,29,12,9,0,0
25895,29,12,10,0,0
25896,29,12,11,0,0
25897,29,12,12,0,0
25898,29,12,13,0,0
25899,29,13,0,0,0
25900,29,13,1,0,0
25901,29,13,2,0,0
25902,29,13,3,0,0
25903,29,13,4,0,0
25904,29,13,5,0,0
25905,29,13,6,0,0
25906,29,13,7,0,0
25907,29,13,8,0,0
25908,29,13,9,0,0
25909,29,13,10,0,0
25910,29,13,11,0,0
25911,29,13,12,0,0
25912,29,13,13,0,0
25913,29,14,0,0,0
25914,29,14,1,0,0
25915,29,14,2,0,0
25916,29,14,3,0,0
25917,29,14,4,0,0
25918,29,14,5,0,0
25919,29,14,6,0,0
